,nan,transgender female,intersex,transgender male,female,male
43.0,,,,,1.0,2.0
44.0,,,,,,3.0
45.0,,,,,,2.0
46.0,,,,,,4.0
47.0,,,,,,5.0
48.0,1.0,,,,1.0,4.0
49.0,,,,,1.0,1.0
50.0,,,,,,2.0
51.0,,,,,,4.0
52.0,,,,,1.0,2.0
53.0,,,,,,2.0
54.0,,,,,1.0,7.0
55.0,1.0,,,,1.0,3.0
56.0,,,,,,2.0
57.0,,,,,,1.0
58.0,,,,,,2.0
59.0,,,,,3.0,3.0
60.0,,,,,,3.0
61.0,,,,,1.0,3.0
62.0,,,,,1.0,9.0
63.0,1.0,,,,1.0,2.0
64.0,,,,,1.0,3.0
65.0,,,,,2.0,8.0
66.0,,,,,2.0,6.0
67.0,,,,,,9.0
68.0,,,,,,14.0
69.0,,,,,4.0,15.0
70.0,,,,,1.0,14.0
71.0,,,,,,2.0
72.0,,,,,,1.0
73.0,,,,,,1.0
74.0,,,,,,1.0
75.0,,,,,,3.0
78.0,,,,,,1.0
79.0,,,,,3.0,5.0
80.0,,,,,,2.0
81.0,,,,,,1.0
82.0,,,,,1.0,3.0
83.0,,,,,1.0,
84.0,,,,,,1.0
85.0,,,,,1.0,2.0
87.0,,,,,,1.0
88.0,,,,,,3.0
89.0,,,,,,3.0
90.0,,,,,,2.0
91.0,,,,,1.0,
92.0,,,,,,3.0
93.0,,,,,,2.0
94.0,,,,,,1.0
95.0,,,,,,3.0
96.0,,,,,,3.0
97.0,,,,,1.0,4.0
98.0,,,,,,6.0
99.0,,,,,,1.0
100.0,,,,,1.0,4.0
101.0,,,,,,2.0
102.0,,,,,1.0,1.0
103.0,,,,,,2.0
104.0,,,,,,1.0
105.0,,,,,,4.0
106.0,,,,,,7.0
107.0,,,,,1.0,6.0
108.0,,,,,,2.0
109.0,,,,,,2.0
110.0,,,,,,2.0
111.0,,,,,,1.0
112.0,,,,,1.0,6.0
113.0,,,,,,1.0
114.0,,,,,,4.0
115.0,,,,,,3.0
116.0,,,,,1.0,5.0
117.0,,,,,1.0,5.0
118.0,,,,,,8.0
119.0,,,,,3.0,2.0
120.0,,,,,2.0,10.0
121.0,,,,,2.0,5.0
124.0,,,,,,2.0
125.0,,,,,,3.0
126.0,,,,,2.0,1.0
127.0,,,,,1.0,2.0
128.0,,,,,,3.0
129.0,,,,,,2.0
130.0,,,,,4.0,9.0
131.0,,,,,,2.0
132.0,,,,,,3.0
133.0,,,,,,1.0
134.0,,,,,,1.0
135.0,,,,,,5.0
136.0,,,,,1.0,3.0
138.0,,,,,1.0,7.0
139.0,1.0,,,,1.0,2.0
140.0,,,,,1.0,5.0
141.0,,,,,,1.0
143.0,,,,,1.0,2.0
144.0,,,,,,3.0
145.0,,,,,,2.0
146.0,,,,,,2.0
147.0,1.0,,,,,1.0
148.0,,,,,,1.0
150.0,,,,,1.0,4.0
151.0,,,,,,2.0
152.0,,,,,2.0,
153.0,,,,,,1.0
154.0,,,,,,4.0
155.0,,,,,,1.0
156.0,,,,,,3.0
159.0,,,,,1.0,2.0
160.0,1.0,,,,2.0,1.0
161.0,,,,,1.0,2.0
162.0,,,,,,1.0
163.0,,,,,,3.0
165.0,1.0,,,,4.0,4.0
166.0,,,,,,4.0
167.0,,,,,,2.0
168.0,1.0,,,,,6.0
169.0,1.0,,,,,5.0
170.0,1.0,,,,,11.0
171.0,,,,,,1.0
172.0,2.0,,,,1.0,1.0
174.0,,,,,,1.0
175.0,,,,,1.0,6.0
177.0,1.0,,,,3.0,5.0
178.0,1.0,,,,1.0,4.0
179.0,,,,,,3.0
180.0,,,,,,12.0
181.0,,,,,,1.0
182.0,,,,,2.0,6.0
183.0,,,,,,2.0
184.0,,,,,,7.0
185.0,,,,,,3.0
186.0,1.0,,,,,4.0
187.0,1.0,,,,,3.0
188.0,,,,,,4.0
189.0,1.0,,,,2.0,13.0
190.0,2.0,,,,,9.0
191.0,,,,,1.0,11.0
192.0,,,,,2.0,15.0
193.0,,,,,1.0,11.0
194.0,,,,,,4.0
195.0,,,,,,12.0
196.0,,,,,,7.0
197.0,1.0,,,,,19.0
198.0,,,,,,8.0
199.0,,,,,1.0,8.0
200.0,1.0,,,,,17.0
201.0,2.0,,,,,7.0
202.0,,,,,1.0,6.0
203.0,,,,,1.0,5.0
204.0,,,,,,6.0
205.0,,,,,1.0,3.0
206.0,,,,,,3.0
207.0,,,,,,7.0
208.0,1.0,,,,,11.0
209.0,,,,,,6.0
210.0,1.0,,,,,4.0
211.0,,,,,,12.0
212.0,,,,,2.0,10.0
213.0,,,,,,3.0
214.0,1.0,,,,1.0,2.0
215.0,,,,,,5.0
216.0,,,,,,7.0
217.0,,,,,1.0,13.0
218.0,1.0,,,,,10.0
219.0,,,,,,17.0
220.0,1.0,,,,,7.0
221.0,,,,,1.0,8.0
222.0,1.0,,,,1.0,15.0
223.0,1.0,,,,,9.0
224.0,,,,,1.0,4.0
225.0,,,,,,1.0
226.0,,,,,1.0,4.0
227.0,,,,,,8.0
228.0,1.0,,,,1.0,11.0
229.0,,,,,,2.0
230.0,,,,,2.0,11.0
231.0,,,,,,6.0
232.0,,,,,,4.0
233.0,,,,,1.0,4.0
234.0,1.0,,,,2.0,8.0
235.0,,,,,2.0,15.0
236.0,,,,,,4.0
237.0,,,,,3.0,1.0
238.0,,,,,1.0,12.0
239.0,,,,,,3.0
240.0,,,,,,5.0
241.0,,,,,,4.0
242.0,,,,,,4.0
243.0,,,,,,4.0
244.0,,,,,,6.0
245.0,,,,,1.0,3.0
246.0,,,,,,1.0
247.0,,,,,1.0,4.0
248.0,,,,,2.0,3.0
249.0,,,,,4.0,16.0
250.0,2.0,,,,5.0,25.0
251.0,1.0,,,,1.0,19.0
252.0,,,,,1.0,2.0
253.0,1.0,,,,1.0,7.0
254.0,,,,,,7.0
255.0,,,,,,6.0
256.0,,,,,,9.0
257.0,,,,,,9.0
258.0,1.0,,,,3.0,12.0
259.0,,,,,,6.0
260.0,,,,,1.0,11.0
261.0,1.0,,,,1.0,7.0
262.0,,,,,,7.0
263.0,,,,,1.0,7.0
264.0,1.0,,,,,10.0
265.0,,,,,1.0,6.0
266.0,,,,,,2.0
267.0,,,,,,2.0
268.0,,,,,2.0,9.0
269.0,1.0,,,,3.0,7.0
270.0,1.0,,,,,12.0
271.0,,,,,1.0,12.0
272.0,1.0,,,,,3.0
273.0,,,,,1.0,11.0
274.0,,,,,1.0,4.0
275.0,1.0,,,,1.0,5.0
276.0,,,,,,7.0
277.0,1.0,,,,,2.0
278.0,,,,,1.0,3.0
279.0,,,,,,3.0
280.0,,,,,,7.0
281.0,,,,,,2.0
282.0,,,,,,7.0
283.0,,,,,,8.0
284.0,,,,,,5.0
285.0,,,,,,3.0
286.0,,,,,3.0,11.0
287.0,,,,,,5.0
288.0,,,,,,4.0
289.0,1.0,,,,,1.0
290.0,1.0,,,,,4.0
291.0,1.0,,,,,8.0
292.0,,,,,1.0,2.0
293.0,,,,,1.0,7.0
294.0,,,,,,1.0
295.0,,,,,1.0,2.0
296.0,,,,,,2.0
297.0,,,,,,6.0
298.0,,,,,1.0,5.0
299.0,,,,,,1.0
300.0,1.0,,,,1.0,6.0
301.0,1.0,,,,1.0,3.0
302.0,,,,,,9.0
303.0,,,,,7.0,34.0
304.0,1.0,,,,28.0,39.0
305.0,1.0,,,,3.0,16.0
306.0,,,,,1.0,14.0
307.0,,,,,1.0,6.0
308.0,,,,,,1.0
309.0,,,,,1.0,11.0
310.0,,,,,2.0,7.0
311.0,3.0,,,,3.0,7.0
312.0,,,,,2.0,8.0
313.0,1.0,,,,2.0,6.0
314.0,,,,,1.0,4.0
315.0,,,,,2.0,2.0
316.0,1.0,,,,1.0,6.0
317.0,1.0,,,,1.0,2.0
318.0,2.0,,,,,5.0
319.0,,,,,,2.0
320.0,,,,,1.0,8.0
321.0,,,,,,1.0
322.0,1.0,,,,1.0,3.0
323.0,1.0,,,,,3.0
324.0,,,,,,5.0
325.0,,,,,,4.0
326.0,,,,,2.0,5.0
327.0,,,,,,2.0
328.0,,,,,1.0,3.0
329.0,1.0,,,,,5.0
330.0,,,,,2.0,5.0
332.0,,,,,1.0,1.0
333.0,2.0,,,,1.0,4.0
334.0,,,,,2.0,4.0
335.0,1.0,,,,2.0,6.0
336.0,1.0,,,,,4.0
337.0,,,,,,7.0
338.0,,,,,,6.0
339.0,,,,,,2.0
340.0,,,,,2.0,5.0
341.0,1.0,,,,1.0,3.0
342.0,,,,,,2.0
343.0,,,,,,2.0
344.0,,,,,,4.0
345.0,,,,,,4.0
346.0,,,,,,5.0
347.0,,,,,1.0,
348.0,,,,,,7.0
349.0,,,,,4.0,4.0
350.0,,,,,1.0,14.0
351.0,,,,,,3.0
352.0,1.0,,,,,2.0
353.0,,,,,,8.0
354.0,,,,,2.0,2.0
355.0,,,,,3.0,6.0
356.0,2.0,,,,1.0,7.0
357.0,,,,,,6.0
358.0,,,,,1.0,1.0
359.0,,,,,,3.0
360.0,,,,,2.0,11.0
361.0,,,,,,12.0
362.0,,,,,3.0,15.0
363.0,,,,,2.0,7.0
364.0,,,,,,6.0
365.0,2.0,,,,2.0,7.0
366.0,,,,,1.0,8.0
367.0,,,,,,4.0
368.0,3.0,,,,,7.0
369.0,,,,,,2.0
370.0,,,,,,5.0
371.0,,,,,1.0,4.0
372.0,,,,,1.0,6.0
373.0,,,,,,5.0
374.0,,,,,,7.0
375.0,,,,,1.0,9.0
376.0,,,,,,9.0
377.0,,,,,,7.0
378.0,,,,,,9.0
379.0,,,,,,5.0
380.0,,,,,2.0,5.0
381.0,,,,,,5.0
383.0,,,,,2.0,6.0
384.0,,,,,4.0,8.0
385.0,,,,,,7.0
386.0,,,,,3.0,16.0
387.0,,,,,1.0,4.0
388.0,,,,,1.0,14.0
389.0,,,,,1.0,3.0
390.0,1.0,,,,1.0,10.0
391.0,,,,,,7.0
392.0,,,,,,2.0
393.0,,,,,,3.0
394.0,,,,,1.0,12.0
395.0,,,,,,7.0
396.0,,,,,2.0,5.0
397.0,,,,,2.0,7.0
398.0,2.0,,,,,6.0
399.0,,,,,1.0,7.0
400.0,,,,,2.0,15.0
401.0,2.0,,,,1.0,4.0
402.0,,,,,1.0,5.0
403.0,,,,,,5.0
404.0,1.0,,,,2.0,3.0
405.0,,,,,1.0,12.0
406.0,,,,,1.0,8.0
407.0,1.0,,,,2.0,14.0
408.0,,,,,3.0,8.0
409.0,,,,,2.0,7.0
410.0,2.0,,,,3.0,10.0
411.0,1.0,,,,,10.0
412.0,1.0,,,,1.0,6.0
413.0,1.0,,,,,7.0
414.0,,,,,,5.0
415.0,,,,,2.0,7.0
416.0,2.0,,,,,5.0
417.0,,,,,1.0,8.0
418.0,1.0,,,,,8.0
419.0,,,,,,1.0
420.0,,,,,2.0,12.0
421.0,,,,,1.0,8.0
422.0,,,,,,7.0
423.0,1.0,,,,2.0,4.0
424.0,,,,,,3.0
425.0,,,,,1.0,7.0
426.0,,,,,1.0,4.0
427.0,,,,,,5.0
428.0,,,,,,4.0
429.0,,,,,,4.0
430.0,,,,,,10.0
431.0,,,,,,2.0
432.0,,,,,1.0,8.0
433.0,,,,,,2.0
434.0,,,,,,6.0
435.0,,,,,1.0,6.0
436.0,,,,,1.0,3.0
437.0,,,,,1.0,1.0
438.0,,,,,,3.0
439.0,,,,,2.0,4.0
440.0,,,,,2.0,7.0
441.0,,,,,,2.0
442.0,1.0,,,,,1.0
443.0,,,,,,3.0
444.0,,,,,1.0,6.0
445.0,3.0,,,,,3.0
446.0,,,,,,4.0
447.0,1.0,,,,,4.0
448.0,1.0,,,,1.0,6.0
449.0,,,,,,8.0
450.0,,,,,2.0,16.0
451.0,,,,,,14.0
452.0,,,,,1.0,4.0
453.0,1.0,,,,5.0,10.0
454.0,,,,,,7.0
455.0,,,,,1.0,9.0
456.0,,,,,1.0,6.0
457.0,,,,,1.0,11.0
458.0,1.0,,,,,3.0
459.0,,,,,,4.0
460.0,,,,,1.0,9.0
461.0,,,,,,6.0
462.0,,,,,,5.0
463.0,,,,,1.0,5.0
464.0,,,,,1.0,4.0
465.0,1.0,,,,1.0,6.0
466.0,2.0,,,,1.0,5.0
467.0,,,,,1.0,2.0
468.0,,,,,,4.0
469.0,,,,,,5.0
470.0,,,,,1.0,4.0
471.0,1.0,,,,1.0,7.0
472.0,,,,,,4.0
473.0,,,,,,4.0
474.0,1.0,,,,,7.0
475.0,1.0,,,,1.0,10.0
476.0,,,,,,5.0
477.0,1.0,,,,1.0,7.0
478.0,,,,,,3.0
479.0,,,,,1.0,4.0
480.0,,,,,,16.0
481.0,,,,,,3.0
482.0,1.0,,,,,8.0
483.0,,,,,,3.0
484.0,,,,,2.0,7.0
485.0,,,,,,8.0
486.0,1.0,,,,,3.0
487.0,,,,,,6.0
488.0,,,,,,10.0
489.0,1.0,,,,1.0,6.0
490.0,2.0,,,,1.0,8.0
491.0,1.0,,,,,6.0
492.0,1.0,,,,,5.0
493.0,2.0,,,,1.0,5.0
494.0,2.0,,,,,2.0
495.0,2.0,,,,,5.0
496.0,1.0,,,,,4.0
497.0,1.0,,,,,5.0
498.0,,,,,,6.0
499.0,2.0,,,,1.0,2.0
500.0,1.0,,,,,8.0
501.0,,,,,2.0,8.0
502.0,1.0,,,,1.0,5.0
503.0,,,,,,3.0
504.0,1.0,,,,,
505.0,1.0,,,,,5.0
506.0,1.0,,,,,2.0
507.0,,,,,1.0,8.0
508.0,1.0,,,,,8.0
509.0,,,,,,4.0
510.0,,,,,,6.0
511.0,,,,,,3.0
512.0,,,,,3.0,5.0
513.0,,,,,1.0,2.0
514.0,,,,,,3.0
515.0,1.0,,,,1.0,6.0
516.0,,,,,,3.0
517.0,1.0,,,,,
518.0,,,,,2.0,9.0
519.0,1.0,,,,,2.0
520.0,1.0,,,,,10.0
521.0,2.0,,,,,4.0
522.0,1.0,,,,,4.0
523.0,,,,,,8.0
524.0,3.0,,,,,6.0
525.0,2.0,,,,2.0,5.0
526.0,1.0,,,,1.0,6.0
527.0,3.0,,,,,3.0
528.0,1.0,,,,2.0,5.0
529.0,2.0,,,,,9.0
530.0,,,,,,12.0
531.0,1.0,,,,1.0,6.0
532.0,,,,,1.0,11.0
533.0,,,,,,12.0
534.0,,,,,1.0,7.0
535.0,,,,,1.0,8.0
536.0,,,,,,9.0
537.0,1.0,,,,,9.0
538.0,,,,,,6.0
539.0,,,,,,5.0
540.0,,,,,2.0,15.0
541.0,1.0,,,,,6.0
542.0,,,,,1.0,7.0
543.0,,,,,,2.0
544.0,,,,,2.0,4.0
545.0,,,,,2.0,6.0
546.0,,,,,,7.0
547.0,1.0,,,,1.0,5.0
548.0,,,,,1.0,9.0
549.0,3.0,,,,1.0,9.0
550.0,,,,,1.0,16.0
551.0,2.0,,,,1.0,5.0
552.0,1.0,,,,,17.0
553.0,,,,,,7.0
554.0,2.0,,,,1.0,7.0
555.0,,,,,1.0,11.0
556.0,,,,,1.0,7.0
557.0,,,,,,5.0
558.0,,,,,1.0,7.0
559.0,,,,,,6.0
560.0,,,,,1.0,18.0
561.0,,,,,,4.0
562.0,1.0,,,,3.0,1.0
563.0,,,,,2.0,1.0
564.0,1.0,,,,,6.0
565.0,1.0,,,,,8.0
566.0,1.0,,,,,6.0
567.0,1.0,,,,,4.0
568.0,1.0,,,,1.0,2.0
569.0,1.0,,,,,7.0
570.0,1.0,,,,4.0,17.0
571.0,1.0,,,,,7.0
572.0,2.0,,,,1.0,10.0
573.0,2.0,,,,,9.0
574.0,,,,,1.0,5.0
575.0,,,,,,5.0
576.0,,,,,2.0,6.0
577.0,,,,,2.0,9.0
578.0,,,,,,13.0
579.0,,,,,,7.0
580.0,4.0,,,,3.0,18.0
581.0,4.0,,,,1.0,9.0
582.0,,,,,1.0,8.0
583.0,,,,,,4.0
584.0,1.0,,,,,8.0
585.0,,,,,2.0,7.0
586.0,1.0,,,,1.0,9.0
587.0,,,,,1.0,11.0
588.0,,,,,2.0,10.0
589.0,1.0,,,,3.0,2.0
590.0,,,,,1.0,12.0
591.0,1.0,,,,1.0,7.0
592.0,,,,,1.0,4.0
593.0,,,,,1.0,8.0
594.0,1.0,,,,,4.0
595.0,,,,,1.0,7.0
596.0,,,,,,4.0
597.0,,,,,1.0,7.0
598.0,,,,,,4.0
599.0,,,,,,7.0
600.0,1.0,,,,,17.0
601.0,,,,,,9.0
602.0,,,,,2.0,10.0
603.0,1.0,,,,,5.0
604.0,1.0,,,,1.0,16.0
605.0,,,,,2.0,8.0
606.0,,,,,,10.0
607.0,,,,,,6.0
608.0,,,,,1.0,3.0
609.0,,,,,2.0,3.0
610.0,1.0,,,,1.0,5.0
611.0,,,,,,6.0
612.0,1.0,,,,3.0,7.0
613.0,,,,,2.0,9.0
614.0,,,,,1.0,5.0
615.0,,,,,,10.0
616.0,2.0,,,,2.0,13.0
617.0,,,,,,12.0
618.0,4.0,,,,,17.0
619.0,,,,,1.0,11.0
620.0,1.0,,,,,12.0
621.0,1.0,,,,,9.0
622.0,,,,,2.0,5.0
623.0,,,,,1.0,10.0
624.0,,,,,,13.0
625.0,1.0,,,,1.0,12.0
626.0,1.0,,,,1.0,6.0
627.0,2.0,,,,,17.0
628.0,,,,,4.0,14.0
629.0,1.0,,,,1.0,16.0
630.0,,,,,1.0,15.0
631.0,,,,,2.0,10.0
632.0,1.0,,,,1.0,16.0
633.0,,,,,1.0,9.0
634.0,,,,,,10.0
635.0,2.0,,,,,12.0
636.0,,,,,2.0,17.0
637.0,,,,,1.0,10.0
638.0,,,,,,9.0
639.0,,,,,,16.0
640.0,1.0,,,,3.0,13.0
641.0,,,,,2.0,16.0
642.0,1.0,,,,1.0,14.0
643.0,,,,,,11.0
644.0,1.0,,,,,7.0
645.0,4.0,,,,1.0,13.0
646.0,,,,,,4.0
647.0,,,,,1.0,11.0
648.0,2.0,,,,1.0,3.0
649.0,1.0,,,,,11.0
650.0,,,,,3.0,12.0
651.0,,,,,,8.0
652.0,,,,,1.0,11.0
653.0,1.0,,,,3.0,16.0
654.0,,,,,,10.0
655.0,,,,,3.0,10.0
656.0,1.0,,,,3.0,14.0
657.0,1.0,,,,1.0,10.0
658.0,,,,,1.0,13.0
659.0,2.0,,,,1.0,7.0
660.0,,,,,1.0,10.0
661.0,1.0,,,,4.0,16.0
662.0,,,,,,14.0
663.0,,,,,,8.0
664.0,,,,,2.0,16.0
665.0,,,,,2.0,16.0
666.0,1.0,,,,,8.0
667.0,,,,,,5.0
668.0,,,,,,14.0
669.0,1.0,,,,1.0,5.0
670.0,,,,,2.0,14.0
671.0,,,,,,5.0
672.0,,,,,,9.0
673.0,,,,,,13.0
674.0,1.0,,,,1.0,8.0
675.0,,,,,1.0,12.0
676.0,,,,,1.0,11.0
677.0,,,,,,5.0
678.0,,,,,2.0,8.0
679.0,1.0,,,,3.0,11.0
680.0,,,,,4.0,21.0
681.0,,,,,,11.0
682.0,3.0,,,,3.0,13.0
683.0,,,,,2.0,12.0
684.0,,,,,2.0,10.0
685.0,,,,,,14.0
686.0,,,,,1.0,18.0
687.0,,,,,1.0,5.0
688.0,1.0,,,,2.0,10.0
689.0,,,,,,17.0
690.0,,,,,6.0,21.0
691.0,1.0,,,,,12.0
692.0,,,,,2.0,6.0
693.0,,,,,3.0,11.0
694.0,,,,,,4.0
695.0,,,,,,7.0
696.0,,,,,2.0,11.0
697.0,,,,,1.0,11.0
698.0,,,,,,6.0
699.0,,,,,4.0,6.0
700.0,,,,,4.0,16.0
701.0,,,,,2.0,7.0
702.0,,,,,2.0,11.0
703.0,1.0,,,,1.0,3.0
704.0,,,,,3.0,6.0
705.0,,,,,2.0,21.0
706.0,1.0,,,,,9.0
707.0,1.0,,,,,8.0
708.0,,,,,1.0,6.0
709.0,,,,,,9.0
710.0,,,,,4.0,18.0
711.0,1.0,,,,,7.0
712.0,,,,,1.0,14.0
713.0,2.0,,,,2.0,12.0
714.0,,,,,1.0,10.0
715.0,,,,,2.0,18.0
716.0,,,,,1.0,18.0
717.0,,,,,1.0,12.0
718.0,,,,,1.0,7.0
719.0,,,,,1.0,9.0
720.0,,,,,1.0,12.0
721.0,,,,,2.0,9.0
722.0,,,,,1.0,9.0
723.0,1.0,,,,,9.0
724.0,,,,,2.0,7.0
725.0,,,,,2.0,9.0
726.0,,,,,1.0,5.0
727.0,,,,,1.0,6.0
728.0,,,,,1.0,12.0
729.0,1.0,,,,1.0,8.0
730.0,,,,,3.0,21.0
731.0,1.0,,,,,11.0
732.0,,,,,,8.0
733.0,,,,,,3.0
734.0,1.0,,,,3.0,5.0
735.0,,,,,2.0,12.0
736.0,,,,,1.0,4.0
737.0,,,,,1.0,20.0
738.0,,,,,,15.0
739.0,,,,,,9.0
740.0,,,,,1.0,23.0
741.0,,,,,1.0,17.0
742.0,,,,,,14.0
743.0,,,,,1.0,11.0
744.0,,,,,,12.0
745.0,,,,,,12.0
746.0,,,,,1.0,8.0
747.0,,,,,,7.0
748.0,1.0,,,,1.0,11.0
749.0,,,,,,6.0
750.0,,,,,1.0,11.0
751.0,1.0,,,,3.0,5.0
752.0,,,,,1.0,8.0
753.0,,,,,,5.0
754.0,,,,,1.0,12.0
755.0,,,,,,12.0
756.0,,,,,1.0,18.0
757.0,1.0,,,,,16.0
758.0,,,,,,4.0
759.0,1.0,,,,1.0,9.0
760.0,2.0,,,,1.0,9.0
761.0,1.0,,,,,10.0
762.0,,,,,1.0,10.0
763.0,,,,,,10.0
764.0,,,,,,14.0
765.0,,,,,,14.0
766.0,,,,,,9.0
767.0,,,,,,11.0
768.0,1.0,,,,,12.0
769.0,1.0,,,,,7.0
770.0,,,,,2.0,10.0
771.0,,,,,,6.0
772.0,,,,,1.0,6.0
773.0,,,,,,6.0
774.0,,,,,1.0,12.0
775.0,,,,,,12.0
776.0,,,,,1.0,6.0
777.0,,,,,,11.0
778.0,,,,,,13.0
779.0,,,,,1.0,6.0
780.0,,,,,1.0,15.0
781.0,,,,,1.0,9.0
782.0,,,,,1.0,12.0
783.0,,,,,2.0,15.0
784.0,3.0,,,,,12.0
785.0,1.0,,,,,18.0
786.0,,,,,1.0,20.0
787.0,1.0,,,,,10.0
788.0,,,,,1.0,9.0
789.0,,,,,1.0,8.0
790.0,,,,,1.0,11.0
791.0,1.0,,,,,8.0
792.0,1.0,,,,,9.0
793.0,,,,,,7.0
794.0,,,,,2.0,11.0
795.0,1.0,,,,,7.0
796.0,,,,,,13.0
797.0,,,,,,9.0
798.0,1.0,,,,,11.0
799.0,,,,,,14.0
800.0,1.0,,,,2.0,9.0
801.0,,,,,1.0,5.0
802.0,,,,,,16.0
803.0,1.0,,,,2.0,10.0
804.0,,,,,1.0,11.0
805.0,,,,,,16.0
806.0,,,,,,12.0
807.0,1.0,,,,,5.0
808.0,,,,,1.0,10.0
809.0,,,,,1.0,12.0
810.0,,,,,2.0,9.0
811.0,,,,,,13.0
812.0,,,,,,13.0
813.0,,,,,,4.0
814.0,,,,,,16.0
815.0,1.0,,,,,14.0
816.0,,,,,1.0,13.0
817.0,1.0,,,,2.0,8.0
818.0,,,,,1.0,21.0
819.0,1.0,,,,,12.0
820.0,,,,,,12.0
821.0,2.0,,,,1.0,16.0
822.0,,,,,,13.0
823.0,,,,,,11.0
824.0,,,,,1.0,16.0
825.0,,,,,2.0,12.0
826.0,1.0,,,,,9.0
827.0,2.0,,,,,11.0
828.0,1.0,,,,2.0,11.0
829.0,,,,,,9.0
830.0,1.0,,,,,11.0
831.0,,,,,2.0,4.0
