,nan,transgender female,intersex,fa'afafine,transgender male,male animal,woman,genderqueer,female,male,kathoey
990.0,,,,,,,,,2.0,20.0,
991.0,,,,,,,,,,1.0,
992.0,,,,,,,,,,4.0,
993.0,,,,,,,,,,3.0,
994.0,1.0,,,,,,,,2.0,7.0,
995.0,,,,,,,,,3.0,16.0,
996.0,,,,,,,,,1.0,4.0,
997.0,,,,,,,,,1.0,9.0,
998.0,1.0,,,,,,,,,9.0,
999.0,,,,,,,,,3.0,2.0,
1000.0,,,,,,,,,3.0,28.0,
1001.0,,,,,,,,,2.0,11.0,
1002.0,,,,,,,,,1.0,8.0,
1003.0,,,,,,,,,2.0,7.0,
1004.0,2.0,,,,,,,,,4.0,
1005.0,,,,,,,,,1.0,9.0,
1006.0,,,,,,,,,,4.0,
1007.0,1.0,,,,,,,,2.0,8.0,
1008.0,,,,,,,,,1.0,8.0,
1009.0,,,,,,,,,1.0,8.0,
1010.0,,,,,,,,,2.0,22.0,
1011.0,1.0,,,,,,,,,5.0,
1012.0,,,,,,,,,2.0,6.0,
1013.0,1.0,,,,,,,,2.0,5.0,
1014.0,1.0,,,,,,,,,5.0,
1015.0,,,,,,,,,3.0,14.0,
1016.0,,,,,,,,,4.0,14.0,
1017.0,,,,,,,,,1.0,9.0,
1018.0,,,,,,,,,2.0,8.0,
1019.0,,,,,,,,,1.0,8.0,
1020.0,,,,,,,,,5.0,17.0,
1021.0,1.0,,,,,,,,3.0,5.0,
1022.0,,,,,,,,,,5.0,
1023.0,,,,,,,,,1.0,5.0,
1024.0,,,,,,,,,2.0,10.0,
1025.0,,,,,,,,,5.0,14.0,
1026.0,,,,,,,,,1.0,2.0,
1027.0,1.0,,,,,,,,3.0,4.0,
1028.0,1.0,,,,,,,,,5.0,
1029.0,1.0,,,,,,,,,9.0,
1030.0,,,,,,,,,,29.0,
1031.0,,,,,,,,,1.0,10.0,
1032.0,,,,,,,,,2.0,7.0,
1033.0,1.0,,,,,,,,4.0,8.0,
1034.0,,,,,,,,,,3.0,
1035.0,,,,,,,,,1.0,13.0,
1036.0,,,,,,,,,1.0,4.0,
1037.0,2.0,,,,,,,,1.0,2.0,
1038.0,1.0,,,,,,,,,6.0,
1039.0,,,,,,,,,,4.0,
1040.0,1.0,,,,,,,,3.0,29.0,
1041.0,,,,,,,,,,2.0,
1042.0,,,,,,,,,,8.0,
1043.0,,,,,,,,,1.0,7.0,
1044.0,2.0,,,,,,,,,1.0,
1045.0,,,,,,,,,4.0,17.0,
1046.0,1.0,,,,,,,,2.0,7.0,
1047.0,2.0,,,,,,,,,9.0,
1048.0,,,,,,,,,1.0,11.0,
1049.0,,,,,,,,,1.0,8.0,
1050.0,,,,,,,,,3.0,36.0,
1051.0,1.0,,,,,,,,1.0,5.0,
1052.0,,,,,,,,,3.0,6.0,
1053.0,1.0,,,,,,,,1.0,8.0,
1054.0,,,,,,,,,2.0,10.0,
1055.0,,,,,,,,,3.0,16.0,
1056.0,,,,,,,,,1.0,9.0,
1057.0,2.0,,,,,,,,2.0,4.0,
1058.0,,,,,,,,,2.0,7.0,
1059.0,,,,,,,,,1.0,5.0,
1060.0,1.0,,,,,,,,7.0,27.0,
1061.0,,,,,,,,,,6.0,
1062.0,,,,,,,,,1.0,5.0,
1063.0,,,,,,,,,2.0,3.0,
1064.0,,,,,,,,,,5.0,
1065.0,,,,,,,,,2.0,11.0,
1066.0,,,,,,,,,,9.0,
1067.0,,,,,,,,,,3.0,
1068.0,3.0,,,,,,,,,8.0,
1069.0,,,,,,,,,,4.0,
1070.0,,,,,,,,,3.0,35.0,
1071.0,,,,,,,,,1.0,3.0,
1072.0,,,,,,,,,4.0,4.0,
1073.0,1.0,,,,,,,,2.0,11.0,
1074.0,,,,,,,,,,9.0,
1075.0,,,,,,,,,5.0,25.0,
1076.0,,,,,,,,,1.0,7.0,
1077.0,,,,,,,,,1.0,6.0,
1078.0,,,,,,,,,3.0,9.0,
1079.0,1.0,,,,,,,,3.0,13.0,
1080.0,,,,,,,,,5.0,29.0,
1081.0,1.0,,,,,,,,2.0,6.0,
1082.0,,,,,,,,,3.0,6.0,
1083.0,1.0,,,,,,,,2.0,11.0,
1084.0,,,,,,,,,2.0,8.0,
1085.0,2.0,,,,,,,,,16.0,
1086.0,1.0,,,,,,,,,7.0,
1087.0,,,,,,,,,,6.0,
1088.0,,,,,,,,,2.0,5.0,
1089.0,,,,,,,,,2.0,6.0,
1090.0,1.0,,,,,,,,3.0,29.0,
1091.0,1.0,,,,,,,,2.0,7.0,
1092.0,,,,,,,,,2.0,8.0,
1093.0,,,,,,,,,,13.0,
1094.0,,,,,,,,,1.0,5.0,
1095.0,,,,,,,,,3.0,22.0,
1096.0,,,,,,,,,1.0,9.0,
1097.0,1.0,,,,,,,,3.0,4.0,
1098.0,2.0,,,,,,,,2.0,9.0,
1099.0,,,,,,,,,,7.0,
1100.0,,,,,,,,,5.0,34.0,
1101.0,1.0,,,,,,,,3.0,8.0,
1102.0,1.0,,,,,,,,2.0,14.0,
1103.0,,,,,,,,,5.0,8.0,
1104.0,1.0,,,,,,,,3.0,9.0,
1105.0,,,,,,,,,3.0,18.0,
1106.0,,,,,,,,,1.0,14.0,
1107.0,,,,,,,,,,9.0,
1108.0,1.0,,,,,,,,2.0,7.0,
1109.0,1.0,,,,,,,,1.0,10.0,
1110.0,,,,,,,,,4.0,36.0,
1111.0,,,,,,,,,,1.0,
1112.0,2.0,,,,,,,,4.0,8.0,
1113.0,1.0,,,,,,,,,10.0,
1114.0,,,,,,,,,2.0,10.0,
1115.0,1.0,,,,,,,,4.0,18.0,
1116.0,,,,,,,,,2.0,9.0,
1117.0,,,,,,,,,1.0,6.0,
1118.0,,,,,,,,,1.0,15.0,
1119.0,,,,,,,,,,8.0,
1120.0,,,,,,,,,4.0,22.0,
1121.0,,,,,,,,,1.0,4.0,
1122.0,,,,,,,,,2.0,9.0,
1123.0,,,,,,,,,1.0,12.0,
1124.0,,,,,,,,,1.0,9.0,
1125.0,,,,,,,,,2.0,21.0,
1126.0,,,,,,,,,3.0,12.0,
1127.0,,,,,,,,,2.0,15.0,
1128.0,,,,,,,,,2.0,16.0,
1129.0,,,,,,,,,1.0,5.0,
1130.0,2.0,,,,,,,,5.0,41.0,
1131.0,2.0,,,,,,,,3.0,4.0,
1132.0,,,,,,,,,2.0,11.0,
1133.0,,,,,,,,,,11.0,
1134.0,3.0,,,,,,,,2.0,11.0,
1135.0,2.0,,,,,,,,2.0,27.0,
1136.0,,,,,,,,,6.0,11.0,
1137.0,,,,,,,,,3.0,7.0,
1138.0,,,,,,,,,,15.0,
1139.0,,,,,,,,,2.0,12.0,
1140.0,1.0,,,,,,,,6.0,43.0,
1141.0,1.0,,,,,,,,2.0,11.0,
1142.0,1.0,,,,,,,,,13.0,
1143.0,,,,,,,,,2.0,10.0,
1144.0,1.0,,,,,,,,1.0,12.0,
1145.0,,,,,,,,,7.0,17.0,
1146.0,,,,,,,,,1.0,3.0,
1147.0,,,,,,,,,1.0,14.0,
1148.0,,,,,,,,,1.0,10.0,
1149.0,2.0,,,,,,,,3.0,12.0,
1150.0,,,,,,,,,3.0,37.0,
1151.0,,,,,,,,,2.0,8.0,
1152.0,,,,,,,,,3.0,10.0,
1153.0,,,,,,,,,2.0,9.0,
1154.0,,,,,,,,,4.0,12.0,
1155.0,1.0,,,,,,,,4.0,24.0,
1156.0,,,,,,,,,3.0,8.0,
1157.0,,,,,,,,,2.0,9.0,
1158.0,,,,,,,,,2.0,19.0,
1159.0,1.0,,,,,,,,,5.0,
1160.0,,,,,,,,,10.0,44.0,
1161.0,,,,,,,,,4.0,8.0,
1162.0,,,,,,,,,1.0,12.0,
1163.0,,,,,,,,,1.0,14.0,
1164.0,1.0,,,,,,,,2.0,8.0,
1165.0,,,,,,,,,6.0,35.0,
1166.0,1.0,,,,,,,,1.0,19.0,
1167.0,,,,,,,,,,5.0,
1168.0,,,,,,,,,,13.0,
1169.0,1.0,,,,,,,,,11.0,
1170.0,,,,,,,,,6.0,39.0,
1171.0,1.0,,,,,,,,2.0,8.0,
1172.0,,,,,,,,,3.0,9.0,
1173.0,,,,,,,,,2.0,18.0,
1174.0,,,,,,,,,5.0,11.0,
1175.0,,,,,,,,,3.0,26.0,
1176.0,2.0,,,,,,,,1.0,8.0,
1177.0,,,,,,,,,4.0,15.0,
1178.0,,,,,,,,,4.0,12.0,
1179.0,,,,,,,,,2.0,11.0,
1180.0,,,,,,,,,5.0,34.0,
1181.0,,,,,,,,,2.0,8.0,
1182.0,,,,,,,,,7.0,12.0,
1183.0,1.0,,,,,,,,2.0,7.0,
1184.0,1.0,,,,,,,,2.0,5.0,
1185.0,,,,,,,,,2.0,23.0,
1186.0,1.0,,,,,,,,3.0,13.0,
1187.0,,,,,,,,,3.0,15.0,
1188.0,1.0,,,,,,,,4.0,8.0,
1189.0,,,,,,,,,,8.0,
1190.0,,,,,,,,,11.0,39.0,
1191.0,,,,,,,,,4.0,7.0,
1192.0,2.0,,,,,,,,5.0,15.0,
1193.0,1.0,,,,,,,,1.0,11.0,
1194.0,,,,,,,,,6.0,21.0,
1195.0,,,,,,,,,3.0,17.0,
1196.0,1.0,,,,,,,,2.0,14.0,
1197.0,1.0,,,,,,,,3.0,15.0,
1198.0,,,,,,,,,4.0,18.0,
1199.0,,,,,,,,,1.0,13.0,
1200.0,1.0,,,,,,,,9.0,49.0,
1201.0,,,,,,,,,7.0,15.0,
1202.0,,,,,,,,,5.0,5.0,
1203.0,,,,,,,,,4.0,12.0,
1204.0,,,,,,,,,4.0,12.0,
1205.0,,,,,,,,,6.0,28.0,
1206.0,,,,,,,,,3.0,16.0,
1207.0,1.0,,,,,,,,6.0,12.0,
1208.0,,,,,,,,,2.0,19.0,
1209.0,,,,,,,,,4.0,8.0,
1210.0,,,,,,,,,11.0,39.0,
1211.0,,,,,,,,,4.0,8.0,
1212.0,1.0,,,,,,,,5.0,13.0,
1213.0,1.0,,,,,,,,1.0,16.0,
1214.0,,,,,,,,,1.0,9.0,
1215.0,,,,,,,,,9.0,22.0,
1216.0,,,,,,,,,4.0,14.0,
1217.0,,,,,,,,,,17.0,
1218.0,,,,,,,,,4.0,13.0,
1219.0,1.0,,,,,,,,2.0,10.0,
1220.0,,,,,,,,,5.0,42.0,
1221.0,,,,,,,,,2.0,11.0,
1222.0,1.0,,,,,,,,1.0,12.0,
1223.0,1.0,,,,,,,,3.0,8.0,
1224.0,,,,,,,,,6.0,8.0,
1225.0,,,,,,,,,10.0,23.0,
1226.0,,,,,,,,,6.0,10.0,
1227.0,,,,,,,,,4.0,12.0,
1228.0,,,,,,,,,3.0,16.0,
1229.0,,,,,,,,,,6.0,
1230.0,,,,,,,,,12.0,40.0,
1231.0,,,,,,,,,2.0,10.0,
1232.0,1.0,,,,,,,,2.0,9.0,
1233.0,1.0,,,,,,,,4.0,8.0,
1234.0,,,,,,,,,4.0,8.0,
1235.0,,,,,,,,,1.0,19.0,
1236.0,,,,,,,,,3.0,13.0,
1237.0,1.0,,,,,,,,4.0,10.0,
1238.0,,,,,,,,,3.0,23.0,
1239.0,,,,,,,,,1.0,13.0,
1240.0,1.0,,,,,,,,5.0,54.0,
1241.0,1.0,,,,,,,,6.0,10.0,
1242.0,1.0,,,,,,,,7.0,14.0,
1243.0,,,,,,,,,3.0,23.0,
1244.0,,,,,,,,,4.0,19.0,
1245.0,1.0,,,,,,,,5.0,23.0,
1246.0,,,,,,,,,2.0,20.0,
1247.0,,,,,,,,,4.0,19.0,
1248.0,1.0,,,,,,,,4.0,15.0,
1249.0,,,,,,,,,4.0,15.0,
1250.0,,,,,,,,,9.0,58.0,
1251.0,1.0,,,,,,,,2.0,11.0,
1252.0,1.0,,,,,,,,4.0,12.0,
1253.0,,,,,,,,,9.0,11.0,
1254.0,,,,,,,,,5.0,16.0,
1255.0,1.0,,,,,,,,5.0,30.0,
1256.0,,,,,,,,,3.0,16.0,
1257.0,,,,,,,,,7.0,10.0,
1258.0,1.0,,,,,,,,2.0,15.0,
1259.0,1.0,,,,,,,,4.0,15.0,
1260.0,,,,,,,,,5.0,41.0,
1261.0,,,,,,,,,1.0,19.0,
1262.0,,,,,,,,,2.0,13.0,
1263.0,,,,,,,,,5.0,12.0,
1264.0,,,,,,,,,3.0,12.0,
1265.0,,,,,,,,,4.0,23.0,
1266.0,,,,,,,,,5.0,10.0,
1267.0,,,,,,,,,2.0,20.0,
1268.0,,,,,,,,,5.0,13.0,
1269.0,,,,,,,,,2.0,10.0,
1270.0,1.0,,,,,,,,11.0,43.0,
1271.0,2.0,,,,,,,,5.0,17.0,
1272.0,1.0,,,,,,,,5.0,15.0,
1273.0,1.0,,,,,,,,5.0,14.0,
1274.0,,,,,,,,,4.0,19.0,
1275.0,,,,,,,,,4.0,37.0,
1276.0,,,,,,,,,7.0,12.0,
1277.0,,,,,,,,,4.0,14.0,
1278.0,,,,,,,,,6.0,10.0,
1279.0,1.0,,,,,,,,1.0,13.0,
1280.0,1.0,,,,,,,,5.0,31.0,
1281.0,,,,,,,,,2.0,8.0,
1282.0,,,,,,,,,3.0,16.0,
1283.0,,,,,,,,,4.0,15.0,
1284.0,,,,,,,,,2.0,13.0,
1285.0,1.0,,,,,,,,6.0,27.0,
1286.0,1.0,,,,,,,,5.0,15.0,
1287.0,,,,,,,,,4.0,22.0,
1288.0,1.0,,,,,,,,1.0,25.0,
1289.0,,,,,,,,,5.0,15.0,
1290.0,,,,,,,,,10.0,45.0,
1291.0,,,,,,,,,3.0,22.0,
1292.0,,,,,,,,,7.0,21.0,
1293.0,1.0,,,,,,,,5.0,10.0,
1294.0,2.0,,,,,,,,2.0,17.0,
1295.0,,,,,,,,,8.0,26.0,
1296.0,,,,,,,,,3.0,15.0,
1297.0,1.0,,,,,,,,5.0,18.0,
1298.0,1.0,,,,,,,,,13.0,
1299.0,,,,,,,,,2.0,16.0,
1300.0,,,,,,,,,12.0,55.0,
1301.0,2.0,,,,,,,,2.0,20.0,
1302.0,,,,,,,,,,15.0,
1303.0,,,,,,,,,6.0,13.0,
1304.0,,,,,,,,,3.0,20.0,
1305.0,,,,,,,,,5.0,28.0,
1306.0,,,,,,,,,5.0,15.0,
1307.0,,,,,,,,,3.0,10.0,
1308.0,,,,,,,,,1.0,17.0,
1309.0,,,,,,,,,5.0,15.0,
1310.0,1.0,,,,,,,,6.0,49.0,
1311.0,,,,,,,,,2.0,9.0,
1312.0,,,,,,,,,4.0,16.0,
1313.0,1.0,,,,,,,,9.0,11.0,
1314.0,,,,,,,,,3.0,15.0,
1315.0,,,,,,,,,7.0,25.0,
1316.0,,,,,,,,,1.0,16.0,
1317.0,,,,,,,,,3.0,14.0,
1318.0,,,,,,,,,6.0,11.0,
1319.0,,,,,,,,,4.0,22.0,
1320.0,,,,,,,,,9.0,55.0,
1321.0,1.0,,,,,,,,2.0,16.0,
1322.0,,,,,,,,,4.0,20.0,
1323.0,2.0,,,,,,,,4.0,14.0,
1324.0,1.0,,,,,,,,4.0,16.0,
1325.0,1.0,,,,,,,,8.0,29.0,
1326.0,,,,,,,,,4.0,23.0,
1327.0,1.0,,,,,,,,,20.0,
1328.0,,,,,,,,,4.0,17.0,
1329.0,1.0,,,,,,,,3.0,15.0,
1330.0,1.0,,,,,,,,4.0,67.0,
1331.0,,,,,,,,,5.0,23.0,
1332.0,1.0,,,,,,,,4.0,22.0,
1333.0,,,,,,,,,3.0,18.0,
1334.0,,,,,,,,,3.0,18.0,
1335.0,3.0,,,,,,,,3.0,19.0,
1336.0,,,,,,,,,1.0,23.0,
1337.0,1.0,,,,,,,,2.0,24.0,
1338.0,,,,,,,,,1.0,21.0,
1339.0,1.0,,,,,,,,5.0,20.0,
1340.0,1.0,,,,,,,,7.0,56.0,
1341.0,2.0,,,,,,,,3.0,18.0,
1342.0,1.0,,,,,,,,3.0,19.0,
1343.0,,,,,,,,,5.0,18.0,
1344.0,,,,,,,,,6.0,12.0,
1345.0,1.0,,,,,,,,6.0,23.0,
1346.0,,,,,,,,,5.0,14.0,
1347.0,1.0,,,,,,,,9.0,8.0,
1348.0,,,,,,,,,3.0,15.0,
1349.0,1.0,,,,,,,,1.0,13.0,
1350.0,3.0,,,,,,,,10.0,78.0,
1351.0,1.0,,,,,,,,2.0,12.0,
1352.0,,,,,,,,,2.0,20.0,
1353.0,,,,,,,,,3.0,10.0,
1354.0,1.0,,,,,,,,4.0,19.0,
1355.0,1.0,,,,,,,,6.0,26.0,
1356.0,,,,,,,,,3.0,16.0,
1357.0,,,,,,,,,3.0,21.0,
1358.0,,,,,,,,,5.0,16.0,
1359.0,1.0,,,,,,,,1.0,19.0,
1360.0,1.0,,,,,,,,10.0,51.0,
1361.0,,,,,,,,,3.0,16.0,
1362.0,,,,,,,,,3.0,26.0,
1363.0,,,,,,,,,4.0,16.0,
1364.0,,,,,,,,,3.0,21.0,
1365.0,1.0,,,,,,,,4.0,23.0,
1366.0,1.0,,,,,,,,4.0,17.0,
1367.0,,,,,,,,,3.0,15.0,
1368.0,,,,,,,,,2.0,16.0,
1369.0,,,,,,,,,1.0,22.0,
1370.0,2.0,,,,,,,,10.0,78.0,
1371.0,2.0,,,,,,,,5.0,19.0,
1372.0,2.0,,,,,,,,8.0,17.0,
1373.0,3.0,,,,,,,,8.0,19.0,
1374.0,1.0,,,,,,,,3.0,16.0,
1375.0,,,,,,,,,2.0,34.0,
1376.0,,,,,,,,,4.0,19.0,
1377.0,1.0,,,,,,,,1.0,23.0,
1378.0,2.0,,,,,,,,8.0,21.0,
1379.0,,,,,,,,,4.0,12.0,
1380.0,1.0,,,,,,,,4.0,75.0,
1381.0,,,,,,,,,4.0,20.0,
1382.0,1.0,,,,,,,,2.0,28.0,
1383.0,1.0,,,,,,,,2.0,17.0,
1384.0,,,,,,,,,3.0,23.0,
1385.0,,,,,,,,,4.0,40.0,
1386.0,3.0,,,,,,,,6.0,23.0,
1387.0,,,,,,,,,3.0,12.0,
1388.0,2.0,,,,,,,,2.0,29.0,
1389.0,1.0,,,,,,,,1.0,18.0,
1390.0,1.0,,,,,,,,8.0,72.0,
1391.0,1.0,,,,,,,,4.0,13.0,
1392.0,,,,,,,,,6.0,22.0,
1393.0,,,,,,,,,3.0,15.0,
1394.0,1.0,,,,,,,,5.0,22.0,
1395.0,1.0,,,,,,,,7.0,30.0,
1396.0,1.0,,,,,,,,3.0,34.0,
1397.0,,,,,,,,,5.0,32.0,
1398.0,,,,,,,,,5.0,32.0,
1399.0,,,,,,,,,2.0,18.0,
1400.0,,,,,,,,,9.0,92.0,
1401.0,1.0,,,,,,,,4.0,15.0,
1402.0,,,,,,,,,3.0,20.0,
1403.0,,,,,,,,,5.0,23.0,
1404.0,,,,,,,,,4.0,30.0,
1405.0,1.0,,,,,,,,3.0,25.0,
1406.0,1.0,,,,,,,,4.0,29.0,
1407.0,2.0,,,,,,,,5.0,19.0,
1408.0,,,,,,,,,4.0,19.0,
1409.0,1.0,,,,,,,,4.0,23.0,
1410.0,,,,,,,,,4.0,58.0,
1411.0,,,,,,,,,4.0,13.0,
1412.0,,,,,,,,,3.0,26.0,
1413.0,2.0,,,,,,,,2.0,27.0,
1414.0,,,,,,,,,1.0,22.0,
1415.0,,,,,,,,,4.0,39.0,
1416.0,1.0,,,,,,,,5.0,29.0,
1417.0,,,,,,,,,2.0,36.0,
1418.0,1.0,,,,,,,,4.0,37.0,
1419.0,,,,,,,,,3.0,25.0,
1420.0,2.0,,,,,,,,5.0,88.0,
1421.0,1.0,,,,,,,,2.0,31.0,
1422.0,1.0,,,,,,,,4.0,22.0,
1423.0,,,,,,,,,3.0,29.0,
1424.0,,,,,,,,,6.0,25.0,
1425.0,1.0,,,,,,,,8.0,51.0,
1426.0,,,,,,,,,6.0,21.0,
1427.0,,,,,,,,,4.0,34.0,
1428.0,,,,,,,,,9.0,36.0,
1429.0,,,,,,,,,1.0,25.0,
1430.0,1.0,,,,,,,,7.0,91.0,
1431.0,1.0,,,,,,,,4.0,21.0,
1432.0,2.0,,,,,,,,7.0,20.0,
1433.0,1.0,,,,,,,,3.0,38.0,
1434.0,,,,,,,,,5.0,30.0,
1435.0,2.0,,,,,,,,8.0,58.0,
1436.0,,,,,,,,,4.0,33.0,
1437.0,,,,,,,,,4.0,20.0,
1438.0,,,,,,,,,3.0,30.0,
1439.0,,,,,,,,,7.0,29.0,
1440.0,,,,,,,,,10.0,91.0,
1441.0,2.0,,,,,,,,2.0,30.0,
1442.0,1.0,,,,,,,,6.0,32.0,
1443.0,1.0,,,,,,,,6.0,40.0,
1444.0,1.0,,,,,,,,6.0,31.0,
1445.0,,,,,,,,,8.0,47.0,
1446.0,1.0,,,,,,,,2.0,28.0,
1447.0,,,,,,,,,5.0,37.0,
1448.0,3.0,,,,,,,,3.0,34.0,
1449.0,1.0,,,,,,,,12.0,23.0,
1450.0,3.0,,,,,,,,5.0,127.0,
1451.0,1.0,,,,,,,,8.0,35.0,
1452.0,1.0,,,,,,,,4.0,32.0,
1453.0,3.0,,,,,,,,6.0,31.0,
1454.0,1.0,,,,,,,,2.0,46.0,
1455.0,3.0,,,,,,,,5.0,79.0,
1456.0,1.0,,,,,,,,9.0,37.0,
1457.0,,,,,,,,,6.0,27.0,
1458.0,,,,,,,,,4.0,39.0,
1459.0,,,,,,,,,1.0,39.0,
1460.0,,,,,,,,,9.0,137.0,
1461.0,2.0,,,,,,,,5.0,27.0,
1462.0,3.0,,,,,,,,4.0,43.0,
1463.0,,,,,,,,,7.0,31.0,
1464.0,,,,,,,,,8.0,38.0,
1465.0,1.0,,,,,,,,6.0,83.0,
1466.0,2.0,,,,,,,,5.0,44.0,
1467.0,5.0,,,,,,,,7.0,40.0,
1468.0,,,,,,,,,4.0,50.0,
1469.0,2.0,,,,,,,,6.0,46.0,
1470.0,1.0,,,,,,,,11.0,133.0,
1471.0,1.0,,,,,,,,7.0,36.0,
1472.0,2.0,,,,,,,,8.0,34.0,
1473.0,1.0,,,,,,,,10.0,47.0,
1474.0,5.0,,,,,,,,8.0,42.0,
1475.0,,,,,,,,,9.0,93.0,
1476.0,3.0,,,,,,,,8.0,50.0,
1477.0,2.0,,,,,,,,3.0,47.0,
1478.0,1.0,,,,,,,,9.0,59.0,
1479.0,4.0,,,,,,,,7.0,41.0,
1480.0,2.0,,,,,,,,11.0,172.0,
1481.0,1.0,,,,,,,,4.0,39.0,
1482.0,,,,,,,,,5.0,57.0,
1483.0,,,,,,,,,3.0,60.0,
1484.0,2.0,,,,,,,,1.0,62.0,
1485.0,1.0,,,,,,,,8.0,91.0,
1486.0,,,,,,,,,1.0,65.0,
1487.0,1.0,,,,,,,,9.0,73.0,
1488.0,1.0,,,,,,,,6.0,73.0,
1489.0,2.0,,,,,,,,3.0,75.0,
1490.0,2.0,,,,,,,,15.0,167.0,
1491.0,,,,,,,,,5.0,63.0,
1492.0,5.0,,,,,,,,9.0,83.0,
1493.0,1.0,,,,,,,,6.0,80.0,
1494.0,1.0,,,,,,,,9.0,67.0,
1495.0,3.0,,,,,,,,6.0,119.0,
1496.0,2.0,,,,,,,,6.0,56.0,
1497.0,,,,,,,,,11.0,75.0,
1498.0,2.0,,,,,,,,10.0,75.0,
1499.0,1.0,,,,,,,,9.0,89.0,
1500.0,2.0,,,,,,,,13.0,219.0,
1501.0,2.0,,,,,,,,4.0,66.0,
1502.0,2.0,,,,,,,,7.0,78.0,
1503.0,3.0,,,,,,,,10.0,81.0,
1504.0,5.0,,,,,,,,9.0,84.0,
1505.0,2.0,,,,,,,,10.0,94.0,
1506.0,1.0,,,,,,,,5.0,68.0,
1507.0,,,,,,,,,11.0,81.0,
1508.0,1.0,,,,,,,,10.0,78.0,
1509.0,3.0,,,,,,,,5.0,93.0,
1510.0,2.0,,,,,,,,15.0,178.0,
1511.0,1.0,,,,,,,,5.0,80.0,
1512.0,3.0,,,,,,,,6.0,100.0,
1513.0,,,,,,,,,5.0,83.0,
1514.0,,,,,,,,,4.0,78.0,
1515.0,,,,,,,,,14.0,104.0,
1516.0,,,,,,,,,12.0,88.0,
1517.0,3.0,,,,,,,,4.0,85.0,
1518.0,1.0,,,,,,,,7.0,86.0,
1519.0,2.0,,,,,,,,11.0,100.0,
1520.0,,,,,,,,,19.0,184.0,
1521.0,1.0,,,,,,,,8.0,93.0,
1522.0,,,,,,,,,16.0,92.0,
1523.0,,,,,,,,,10.0,82.0,
1524.0,1.0,,,,,,,,10.0,92.0,
1525.0,,,,,,,,,9.0,141.0,
1526.0,2.0,,,,,,,,14.0,86.0,
1527.0,,,,,,,,,14.0,108.0,
1528.0,7.0,,,,,,,,9.0,99.0,
1529.0,1.0,,,,,,,,4.0,108.0,
1530.0,1.0,,,,,,,,13.0,193.0,
1531.0,4.0,,,,,,,,7.0,103.0,
1532.0,1.0,,,,,,,,11.0,116.0,
1533.0,,,,,,,,,10.0,119.0,
1534.0,5.0,,,,,,,,8.0,95.0,
1535.0,2.0,,,,,,,,11.0,127.0,
1536.0,3.0,,,,,,,,6.0,111.0,
1537.0,1.0,,,,,,,,5.0,91.0,
1538.0,2.0,,,,,,,,13.0,113.0,
1539.0,1.0,,,,,,,,11.0,90.0,
1540.0,3.0,,,,,,,,21.0,216.0,
1541.0,4.0,,,,,,,,10.0,97.0,
1542.0,1.0,,,,,,,,11.0,117.0,
1543.0,4.0,,,,,,,,11.0,92.0,
1544.0,2.0,,,,,,,,7.0,97.0,
1545.0,,,,,,,,,14.0,135.0,
1546.0,1.0,,,,,,,,8.0,106.0,
1547.0,2.0,,,,,,,,18.0,107.0,
1548.0,3.0,,,,,,,,9.0,117.0,
1549.0,5.0,,,,,,,,14.0,99.0,
1550.0,1.0,,,,,,,,18.0,251.0,
1551.0,3.0,,,,,,,,3.0,108.0,
1552.0,,,,,,,,,16.0,124.0,
1553.0,2.0,,,,,,,,4.0,113.0,
1554.0,2.0,,,,,,,,9.0,116.0,
