,nan,transgender female,intersex,fa'afafine,transgender male,male animal,woman,genderqueer,female,male,kathoey
1555.0,2.0,,,,,,,,9.0,130.0,
1556.0,,,,,,,,,12.0,102.0,
1557.0,,,,,,,,,7.0,81.0,
1558.0,2.0,,,,,,,,7.0,138.0,
1559.0,2.0,,,,,,,,6.0,107.0,
1560.0,1.0,,,,,,,,10.0,247.0,
1561.0,,,,,,,,,8.0,146.0,
1562.0,5.0,,,,,,,,14.0,122.0,
1563.0,3.0,,,,,,,,17.0,137.0,
1564.0,,,,,,,,,7.0,135.0,
1565.0,2.0,,,,,,,,10.0,148.0,
1566.0,1.0,,,,,,,,10.0,135.0,
1567.0,2.0,,,,,,,,17.0,131.0,
1568.0,,,,,,,,,15.0,134.0,
1569.0,1.0,,,,,,,,9.0,115.0,
1570.0,4.0,,,,,,,,14.0,211.0,
1571.0,4.0,,,,,,,,7.0,154.0,
1572.0,3.0,,,,,,,,8.0,139.0,
1573.0,1.0,,,,,,,,13.0,124.0,
1574.0,1.0,,,,,,,,10.0,120.0,
1575.0,3.0,,,,,,,,18.0,182.0,
1576.0,,,,,,,,,10.0,144.0,
1577.0,2.0,,,,,,,,7.0,138.0,
1578.0,4.0,,,,,,,,9.0,146.0,
1579.0,3.0,,,,,,,,10.0,146.0,
1580.0,3.0,,,,,,,,14.0,251.0,
1581.0,1.0,,,,,,,,12.0,136.0,
1582.0,3.0,,,,,,,,8.0,163.0,
1583.0,1.0,,,,,,,,6.0,173.0,
1584.0,2.0,,,,,,,,18.0,170.0,
1585.0,2.0,,,,,,,,17.0,231.0,
1586.0,2.0,,,,,,,,7.0,170.0,
1587.0,5.0,,,,,,,,11.0,150.0,
1588.0,3.0,,,,,,,,13.0,187.0,
1589.0,1.0,,,,,,,,7.0,174.0,
1590.0,1.0,,,,,,,,23.0,277.0,
1591.0,1.0,,,,,,,,17.0,154.0,
1592.0,3.0,,,,,,,,8.0,190.0,
1593.0,2.0,,,,,,,,11.0,164.0,
1594.0,,,,,,,,,13.0,169.0,
1595.0,1.0,,,,,,,,13.0,196.0,
1596.0,5.0,,,,,,,,11.0,168.0,
1597.0,1.0,,,,,,,,8.0,159.0,
1598.0,4.0,,,,,,,,14.0,182.0,
1599.0,3.0,,,,,,,,14.0,179.0,
1600.0,1.0,,,,,,,,24.0,293.0,
1601.0,3.0,,,,,,,,18.0,165.0,
1602.0,,,,,,,,,17.0,178.0,
1603.0,1.0,,,,,,,,9.0,200.0,
1604.0,3.0,,,,,,,,14.0,192.0,
1605.0,1.0,,,,,,,,13.0,224.0,
1606.0,2.0,,,,,,,,14.0,201.0,
1607.0,1.0,,,,,,,,18.0,203.0,
1608.0,3.0,,,,,,,,12.0,173.0,
1609.0,2.0,,,,,,,,16.0,182.0,
1610.0,,,,,,,,,19.0,276.0,
1611.0,4.0,,,,,,,,8.0,194.0,
1612.0,4.0,,,,,,,,10.0,207.0,
1613.0,2.0,,,,,,,,14.0,199.0,
1614.0,5.0,,,,,,,,13.0,183.0,
1615.0,2.0,,,,,,,,13.0,225.0,
1616.0,1.0,,,,,,,,12.0,196.0,
1617.0,3.0,,,,,,,,11.0,192.0,
1618.0,1.0,,,,,,,,13.0,220.0,
1619.0,3.0,,,,,,,,9.0,183.0,
1620.0,4.0,,,,,,,,12.0,285.0,
1621.0,1.0,,,,,,,,12.0,184.0,
1622.0,2.0,,,,,,,,12.0,193.0,
1623.0,1.0,,,,,,,,14.0,196.0,
1624.0,1.0,,,,,,,,21.0,200.0,
1625.0,4.0,,,,,,,,16.0,228.0,
1626.0,1.0,,,,,,,,12.0,202.0,
1627.0,2.0,,,,,,,,18.0,185.0,
1628.0,2.0,,,,,,,,14.0,214.0,
1629.0,2.0,,,,,,,,19.0,192.0,
1630.0,1.0,,,,,,,,18.0,265.0,
1631.0,1.0,,,,,,,,14.0,154.0,
1632.0,3.0,,,,,,,,10.0,212.0,
1633.0,2.0,,,,,,,,16.0,187.0,
1634.0,2.0,,,,,,,,20.0,190.0,
1635.0,2.0,,,,,,,,18.0,201.0,
1636.0,2.0,,,,,,,,16.0,184.0,
1637.0,1.0,,,,,,,,14.0,184.0,
1638.0,5.0,,,,,,,,16.0,175.0,
1639.0,2.0,,,,,,,,16.0,151.0,
1640.0,3.0,,,,,,,,27.0,256.0,
1641.0,1.0,,,,,,,,11.0,193.0,
1642.0,3.0,,,,,,,,15.0,193.0,
1643.0,1.0,,,,,,,,8.0,168.0,
1644.0,,,,,,,,,16.0,188.0,
1645.0,2.0,,,,,,,,14.0,197.0,
1646.0,4.0,,,,,,,,19.0,161.0,
1647.0,2.0,,,,,,,,20.0,165.0,
1648.0,1.0,,,,,,,,18.0,205.0,
1649.0,4.0,,,,,,,,12.0,178.0,
1650.0,5.0,,,,,,,,19.0,261.0,
1651.0,1.0,,,,,,,,17.0,183.0,
1652.0,1.0,,,,,,,,17.0,195.0,
1653.0,,,,,,,,,14.0,210.0,
1654.0,2.0,,,,,,,,13.0,180.0,
1655.0,1.0,,,,,,,,9.0,229.0,
1656.0,3.0,,,,,,,,15.0,201.0,
1657.0,3.0,,,,,,,,17.0,185.0,
1658.0,,,,,,,,,15.0,191.0,
1659.0,,,,,,,,,17.0,190.0,
1660.0,4.0,,,,,,,,15.0,244.0,
1661.0,4.0,,,,,,,,21.0,212.0,
1662.0,,,,,,,,,19.0,175.0,
1663.0,,,,,,,,,19.0,232.0,
1664.0,1.0,,,,,,,,15.0,203.0,
1665.0,3.0,,,,,,,,11.0,224.0,
1666.0,2.0,,,,,,,,19.0,191.0,
1667.0,3.0,,,,,,,,21.0,202.0,
1668.0,1.0,,,,,,,,10.0,218.0,
1669.0,2.0,,,,,,,,18.0,186.0,
1670.0,6.0,,,,,,,,16.0,242.0,
1671.0,2.0,,,,,,,,12.0,193.0,
1672.0,1.0,,,,,,,,14.0,214.0,
1673.0,2.0,,,,,,,,21.0,203.0,
1674.0,1.0,,,,,,,,13.0,197.0,
1675.0,4.0,,,,,,,,16.0,206.0,
1676.0,1.0,,,,,,,,17.0,207.0,
1677.0,,,,,,,,,11.0,173.0,
1678.0,,,,,,,,,14.0,187.0,
1679.0,1.0,,,,,,,,15.0,218.0,
1680.0,1.0,,,,,,,,19.0,256.0,
1681.0,1.0,,,,,,,,9.0,163.0,
1682.0,3.0,,,,,,,,21.0,212.0,
1683.0,2.0,,,,,,,,14.0,240.0,
1684.0,1.0,,,,,,,,17.0,214.0,
1685.0,2.0,,,,,,,,15.0,238.0,
1686.0,4.0,,,,,,,,11.0,214.0,
1687.0,1.0,,,,,,,,9.0,207.0,
1688.0,4.0,,,,1.0,,,,15.0,236.0,
1689.0,3.0,,,,,,,,11.0,208.0,
1690.0,3.0,,,,,,,,14.0,264.0,
1691.0,2.0,,,,,,,,7.0,200.0,
1692.0,,,,,,,,,12.0,197.0,
1693.0,2.0,,,,,,,,20.0,226.0,
1694.0,2.0,,,,,,,,11.0,222.0,
1695.0,3.0,,,,,,,,14.0,229.0,
1696.0,1.0,,,,,,,,23.0,236.0,
1697.0,,,,,,,,,16.0,247.0,
1698.0,3.0,,,,,,,,18.0,271.0,
1699.0,3.0,,,,,,,,18.0,260.0,
1700.0,,,,,,,,,28.0,321.0,
1701.0,,,,,,,,,13.0,246.0,
1702.0,2.0,,,,,,,,17.0,249.0,
1703.0,1.0,,,,,,,,14.0,280.0,
1704.0,1.0,,,,,,,,15.0,257.0,
1705.0,3.0,,,,,,,,14.0,267.0,
1706.0,3.0,,,,,,,,16.0,211.0,
1707.0,,,,,,,,,19.0,231.0,
1708.0,,,,,,,,,20.0,253.0,
1709.0,3.0,,,,,,,,13.0,252.0,
1710.0,2.0,,,,,,,,14.0,324.0,
1711.0,3.0,,,,,,,,20.0,236.0,
1712.0,3.0,,,,,,,,18.0,276.0,
1713.0,2.0,,,,,,,,19.0,274.0,
1714.0,8.0,,,,,,,,22.0,284.0,
1715.0,1.0,,,,,,,,22.0,326.0,
1716.0,4.0,,,,,,,,12.0,289.0,
1717.0,4.0,,,,,,,,12.0,339.0,
1718.0,1.0,,,,,,,,24.0,290.0,
1719.0,1.0,,,,,,,,20.0,273.0,
1720.0,,,,,,,,,29.0,354.0,
1721.0,1.0,,,,,,,,12.0,338.0,
1722.0,2.0,,,,,,,,19.0,323.0,
1723.0,2.0,,,,,,,,25.0,327.0,
1724.0,4.0,,,,,,,,30.0,348.0,
1725.0,1.0,,,,,,,,17.0,376.0,
1726.0,1.0,,,,,,,,27.0,373.0,
1727.0,1.0,,,,,,,,26.0,352.0,
1728.0,5.0,1.0,,,,,,,21.0,335.0,
1729.0,3.0,,,,,,,,21.0,414.0,
1730.0,1.0,,,,,,,,26.0,441.0,
1731.0,2.0,,,,,,,,27.0,376.0,
1732.0,2.0,,,,,,,,23.0,381.0,
1733.0,4.0,,,,,,,,21.0,392.0,
1734.0,2.0,,,,,,,,33.0,401.0,
1735.0,2.0,,,,,,,,26.0,457.0,
1736.0,4.0,,,,,,,,19.0,429.0,
1737.0,1.0,,,,,,,,36.0,424.0,
1738.0,,,,,,,,,26.0,443.0,
1739.0,1.0,,,,,,,,35.0,471.0,
1740.0,4.0,,,,,,,,32.0,534.0,
1741.0,2.0,,,,,,,,26.0,439.0,
1742.0,2.0,,,,,,,,25.0,489.0,
1743.0,4.0,,,,,,,,35.0,492.0,
1744.0,4.0,,,,,,,,36.0,532.0,
1745.0,2.0,,,,,,,,30.0,546.0,
1746.0,,,,,,,,,41.0,519.0,
1747.0,2.0,,,,,,,,26.0,478.0,
1748.0,7.0,,,,,,,,26.0,539.0,
1749.0,2.0,,,,,,,,40.0,565.0,
1750.0,5.0,,,,,,,,40.0,647.0,
1751.0,3.0,,,,,,,,35.0,563.0,
1752.0,2.0,,,,,,,,36.0,648.0,
1753.0,5.0,,,,,,,,45.0,632.0,
1754.0,5.0,,,,,,,,42.0,684.0,
1755.0,7.0,,,,,,,,42.0,695.0,
1756.0,4.0,,,,,,,,32.0,677.0,
1757.0,6.0,,,,,,,,43.0,625.0,
1758.0,2.0,,,,,,,,39.0,627.0,
1759.0,5.0,,,,,,,,49.0,677.0,
1760.0,9.0,,,,,,,,55.0,678.0,
1761.0,5.0,,,,,,,,46.0,633.0,
1762.0,4.0,,,,,,,,48.0,656.0,
1763.0,1.0,,,,,,,,39.0,686.0,
1764.0,1.0,,,,,,,,45.0,719.0,
1765.0,6.0,,,,,,,,37.0,687.0,
1766.0,6.0,,,,,,,,36.0,764.0,
1767.0,,,,,,,,,36.0,724.0,
1768.0,2.0,,,,,,,,65.0,756.0,
1769.0,5.0,,,,,,,,51.0,751.0,
1770.0,3.0,,,,,,,,55.0,862.0,
1771.0,4.0,,,,,,,,43.0,742.0,
1772.0,5.0,,,,,,,,41.0,822.0,
1773.0,3.0,,,,,,,,54.0,761.0,
1774.0,7.0,,,,,,,,47.0,821.0,
1775.0,3.0,,,,,,,,55.0,832.0,
1776.0,2.0,,,,,,,,58.0,786.0,
1777.0,4.0,,,,,,,,43.0,784.0,
1778.0,4.0,,,,,,,,51.0,808.0,
1779.0,11.0,,,,,,,,46.0,799.0,
1780.0,9.0,,,,,,,,64.0,900.0,
1781.0,3.0,,,,,,,,45.0,736.0,
1782.0,2.0,,,,,,,,45.0,761.0,
1783.0,3.0,,,,,,,,50.0,761.0,
1784.0,3.0,,,,,,,,44.0,816.0,
1785.0,6.0,,,,,,,,55.0,805.0,
1786.0,3.0,,,,,,,,46.0,939.0,
1787.0,3.0,,,,,,,,53.0,926.0,
1788.0,4.0,,,,,,,,61.0,928.0,
1789.0,6.0,,,,,,,,48.0,920.0,
1790.0,6.0,,,,,,,,38.0,1007.0,
1791.0,6.0,,,,1.0,,,,51.0,908.0,
1792.0,6.0,,,,,,,,47.0,1011.0,
1793.0,5.0,,,,,,,,60.0,1025.0,
1794.0,4.0,,,,,,,,55.0,1043.0,
1795.0,8.0,,,,1.0,,,,62.0,1018.0,
1796.0,10.0,,,,,,,,44.0,1156.0,
1797.0,6.0,,,,,,,,71.0,1108.0,
1798.0,4.0,,1.0,,,,,,52.0,1176.0,
1799.0,8.0,,,,,,,,59.0,1133.0,
1800.0,10.0,,,,,,,,77.0,1386.0,
1801.0,9.0,,,,,,,,68.0,1202.0,
1802.0,2.0,,,,,,,,61.0,1391.0,
1803.0,7.0,,,,,,,,80.0,1285.0,
1804.0,8.0,,,,,,,,66.0,1368.0,
1805.0,6.0,,,,,,,,70.0,1390.0,
1806.0,2.0,,,,,,,,60.0,1336.0,
1807.0,8.0,,,,,,,,74.0,1314.0,
1808.0,7.0,,,,,,,,73.0,1525.0,
1809.0,5.0,,,,,,,,68.0,1503.0,
1810.0,8.0,,,,,,,,68.0,1579.0,
1811.0,6.0,,,,,,,,71.0,1516.0,
1812.0,9.0,,,,,,,,80.0,1573.0,
1813.0,4.0,,,,,,,,76.0,1443.0,
1814.0,7.0,,,,,,,,76.0,1485.0,
1815.0,9.0,,,,,,,,95.0,1547.0,
1816.0,10.0,,,,,,,,73.0,1570.0,
1817.0,10.0,,,,,,,,80.0,1628.0,
1818.0,2.0,,,,,,,,105.0,1683.0,
1819.0,11.0,,,,,,,,109.0,1665.0,
1820.0,10.0,,,,,,,,94.0,1707.0,
1821.0,6.0,,,,,,,,105.0,1660.0,
1822.0,10.0,,,,,,,,86.0,1677.0,
1823.0,12.0,,,,,,,,79.0,1704.0,
1824.0,13.0,,,,,,,,100.0,1694.0,
1825.0,7.0,,,,,,,,111.0,1713.0,
1826.0,10.0,,,,,,,,103.0,1691.0,
1827.0,10.0,,,,,,,,99.0,1680.0,
1828.0,11.0,,,,,,,,83.0,1711.0,
1829.0,7.0,,,,,,,,92.0,1652.0,
1830.0,1.0,,,,,,,,118.0,1750.0,
1831.0,10.0,,,,,,,,110.0,1740.0,
1832.0,7.0,,,,,,,,109.0,1719.0,
1833.0,9.0,,,,,,,,102.0,1769.0,
1834.0,5.0,,,,,,,,106.0,1755.0,
1835.0,14.0,,,,,,,,119.0,1810.0,
1836.0,8.0,,,,,,,,130.0,1804.0,
1837.0,9.0,,,,,,,,112.0,1938.0,
1838.0,9.0,,1.0,,,,,,112.0,1955.0,
1839.0,11.0,,,,,,,,131.0,2021.0,
1840.0,10.0,,,,,,,,147.0,2043.0,
1841.0,11.0,,,,,,,,125.0,2002.0,
1842.0,14.0,,,,,,,,121.0,1994.0,
1843.0,7.0,,,,1.0,,,,143.0,2072.0,
1844.0,7.0,,,,,,,,165.0,2196.0,
1845.0,15.0,,,,,,,,129.0,1948.0,
1846.0,9.0,,,,,,,,139.0,2043.0,
1847.0,13.0,,,,,,,,156.0,2005.0,
1848.0,14.0,,,,,,,,166.0,2131.0,
1849.0,20.0,,,,,,,,164.0,2068.0,
1850.0,13.0,,,,,,,,177.0,2312.0,
1851.0,11.0,,,,,,,,163.0,2181.0,
1852.0,15.0,,,,,,,,136.0,2276.0,
1853.0,11.0,,,,,,,,164.0,2073.0,
1854.0,17.0,,,,,,,,181.0,2324.0,
1855.0,14.0,,,,,,,,185.0,2314.0,
1856.0,17.0,,,,,,,,176.0,2448.0,
1857.0,17.0,,,,,,,,200.0,2510.0,
1858.0,11.0,,,,,,,,207.0,2634.0,
1859.0,14.0,,,,,,,,194.0,2718.0,
1860.0,16.0,,,,,,,,235.0,2804.0,
1861.0,16.0,,,,,,,,228.0,2768.0,
1862.0,14.0,,,,,,,,232.0,2794.0,
1863.0,26.0,,,,,,,,224.0,2835.0,
1864.0,19.0,,,,,,,,244.0,2857.0,
1865.0,22.0,,,,,,,,268.0,2874.0,
1866.0,20.0,,,,,,,,265.0,3000.0,
1867.0,13.0,,,,,,,,246.0,3020.0,
1868.0,16.0,,,,,,,,255.0,3044.0,
1869.0,22.0,,,,1.0,,,,281.0,3181.0,
1870.0,22.0,,,,,,,,273.0,3313.0,
1871.0,24.0,,,,,,,,269.0,3054.0,
1872.0,31.0,,,,,,,,318.0,3320.0,
1873.0,22.0,,,,,,,,321.0,3400.0,
1874.0,24.0,,,,,,,,317.0,3485.0,
1875.0,22.0,,,,,,,,319.0,3359.0,
1876.0,32.0,,,,,,,,345.0,3615.0,
1877.0,27.0,,,,,,,,337.0,3553.0,
1878.0,25.0,,,,,,,,367.0,3816.0,
1879.0,29.0,,,,,,,,354.0,3851.0,
1880.0,37.0,,,,,,,,348.0,3899.0,
1881.0,31.0,,,,,,,,365.0,3884.0,
1882.0,39.0,1.0,,,,,,,351.0,4166.0,
1883.0,36.0,,,,,,,,361.0,4063.0,
1884.0,38.0,,,,,,,,354.0,4263.0,
1885.0,35.0,,,,1.0,,,,397.0,4393.0,
1886.0,38.0,,,,,,,,412.0,4425.0,
1887.0,32.0,,,,,,,,385.0,4494.0,
1888.0,32.0,,,,,,,,434.0,4695.0,
1889.0,37.0,,,,,,,,445.0,4704.0,
1890.0,37.0,,,,,,,,501.0,4632.0,
1891.0,38.0,,,,,,,,430.0,4649.0,
1892.0,41.0,,,,,,,,507.0,4914.0,
1893.0,39.0,,,,,,,,517.0,4834.0,
1894.0,41.0,,,,,,,,519.0,4803.0,
1895.0,59.0,,,,,,,,561.0,4941.0,
1896.0,53.0,,,,,,,,550.0,4902.0,
1897.0,34.0,,,,,,,,547.0,4971.0,
1898.0,43.0,,,,,,,,610.0,5332.0,
1899.0,42.0,,,,,,,,655.0,5235.0,
1900.0,70.0,,,,,,,,668.0,5595.0,
1901.0,54.0,,,,,,,,617.0,5495.0,
1902.0,50.0,,,,,,,,712.0,5800.0,
1903.0,71.0,,,,,,,,662.0,5826.0,
1904.0,45.0,,,,,,,,705.0,5785.0,
1905.0,64.0,,,,,,,,686.0,6014.0,
1906.0,68.0,,,,,,,,751.0,6066.0,
1907.0,72.0,,,,,,,,774.0,6184.0,
1908.0,58.0,,,,,,,,787.0,6242.0,
1909.0,72.0,,,,,,,,762.0,6425.0,
1910.0,69.0,,,,,,,,823.0,6512.0,
1911.0,76.0,,,,,,,,753.0,6352.0,
1912.0,69.0,,,,,,,,812.0,6694.0,
1913.0,79.0,,,,,,,,841.0,6641.0,
1914.0,94.0,,,,1.0,,,,863.0,6815.0,
1915.0,81.0,,,,,,,,770.0,6233.0,
1916.0,79.0,,,,,,,,692.0,5949.0,
1917.0,72.0,,,,,,,,815.0,5756.0,
1918.0,63.0,,,,,,,,862.0,6250.0,
1919.0,84.0,,,,,,,,884.0,6645.0,
1920.0,82.0,,,,,,,,1035.0,8027.0,
1921.0,101.0,,,,,,,,1040.0,7977.0,
1922.0,102.0,,,,,,,,1097.0,7815.0,
1923.0,76.0,,,,,,,,1057.0,7996.0,
1924.0,96.0,,,,,,,,1176.0,8039.0,
1925.0,93.0,,,,,,,,1086.0,7989.0,
1926.0,90.0,1.0,1.0,,,,,,1176.0,7895.0,
1927.0,113.0,,,,,,,,1040.0,8148.0,
1928.0,121.0,,,,,,,,1139.0,8512.0,
1929.0,101.0,,,,,,,,1128.0,8384.0,
1930.0,122.0,,,,,,,,1180.0,8637.0,
1931.0,104.0,1.0,,,,,,,1108.0,8029.0,
1932.0,124.0,,,,,,,,1096.0,7934.0,
1933.0,111.0,,,,,,,,1032.0,7439.0,
1934.0,99.0,1.0,,,,,,,1066.0,8073.0,
1935.0,119.0,2.0,,,,,,,1121.0,8262.0,
1936.0,95.0,1.0,,,,,,,1213.0,8469.0,
1937.0,81.0,1.0,,,,,,,1266.0,9027.0,
1938.0,110.0,,,,,,1.0,,1370.0,9277.0,
1939.0,115.0,1.0,,,,,,,1487.0,9442.0,
1940.0,105.0,1.0,,,,,,,1551.0,9802.0,
1941.0,125.0,,,,,,,,1601.0,9635.0,
1942.0,126.0,,,,,,,,1804.0,10055.0,
1943.0,134.0,2.0,,,,,,,1942.0,10483.0,
1944.0,132.0,3.0,,,,,,,1945.0,10633.0,
1945.0,128.0,,,,,,,,1901.0,10034.0,
1946.0,127.0,2.0,,,,,,,2174.0,11542.0,
1947.0,161.0,1.0,,,,,,,2296.0,12242.0,
1948.0,187.0,,,,1.0,,,1.0,2266.0,11780.0,
1949.0,165.0,1.0,,,,,,,2250.0,11426.0,
1950.0,132.0,2.0,,,1.0,,,,2256.0,11338.0,
1951.0,152.0,2.0,,,1.0,,,,2290.0,10989.0,
1952.0,162.0,3.0,,,,,,,2345.0,11338.0,
1953.0,149.0,,2.0,,,,,,2386.0,11158.0,
1954.0,169.0,3.0,,,,,,,2579.0,11270.0,
1955.0,169.0,,,,1.0,,,,2533.0,11176.0,
1956.0,142.0,,1.0,,,,,,2492.0,11003.0,
1957.0,175.0,,1.0,,,,,1.0,2536.0,10820.0,
1958.0,149.0,2.0,2.0,,,,,,2554.0,10895.0,
1959.0,147.0,2.0,2.0,,,,,,2579.0,11030.0,
1960.0,153.0,4.0,,,,,,,2721.0,11281.0,
1961.0,156.0,2.0,,,,,,1.0,2635.0,11016.0,
1962.0,187.0,2.0,,,1.0,,,,2765.0,10950.0,
1963.0,194.0,3.0,,,,,,1.0,2812.0,10901.0,
1964.0,153.0,4.0,,,,,,,2834.0,11301.0,
1965.0,181.0,4.0,,,1.0,,,,2836.0,10572.0,
1966.0,113.0,,,,1.0,,,,2726.0,10398.0,
1967.0,129.0,3.0,,,,,,,2683.0,10349.0,
1968.0,119.0,,,,,1.0,,,2792.0,10531.0,
1969.0,122.0,2.0,1.0,,1.0,1.0,,,2953.0,10606.0,
1970.0,127.0,2.0,,,,1.0,,,3007.0,10792.0,
1971.0,114.0,3.0,1.0,,,,,,2958.0,10752.0,
1972.0,92.0,,,,1.0,1.0,,,3020.0,10445.0,
1973.0,108.0,2.0,,,,1.0,,,2866.0,10311.0,
1974.0,128.0,,,,2.0,,,,3034.0,10491.0,
1975.0,118.0,2.0,,,,,,1.0,3167.0,10222.0,
1976.0,122.0,3.0,,,,,,,3114.0,10515.0,
1977.0,105.0,1.0,,,,,,,3215.0,10496.0,
1978.0,116.0,2.0,,,,,,,3233.0,10565.0,
1979.0,125.0,1.0,,,,,,1.0,3408.0,11092.0,
1980.0,107.0,2.0,,,,,,1.0,3623.0,11270.0,
1981.0,98.0,1.0,,,,,,,3544.0,11760.0,1.0
1982.0,111.0,1.0,,,,,,,3621.0,11859.0,
1983.0,128.0,1.0,,,,,,,3514.0,11956.0,
1984.0,107.0,2.0,,,,,,,3712.0,12015.0,
1985.0,97.0,2.0,,,,,,,3665.0,12321.0,
1986.0,120.0,1.0,,,,,,,3593.0,12045.0,
1987.0,88.0,1.0,,,,,,,3448.0,11866.0,
1988.0,93.0,2.0,,1.0,,,,,3342.0,11588.0,
1989.0,93.0,,,,1.0,,,,2973.0,10747.0,
1990.0,84.0,,,,,,,,2826.0,10077.0,
1991.0,68.0,1.0,,,,,,,2313.0,8310.0,
1992.0,61.0,,,,,,,,2064.0,7043.0,
1993.0,70.0,,,,1.0,,,,1552.0,5436.0,
1994.0,41.0,,,,,,,,1297.0,3776.0,
1995.0,28.0,1.0,,,,,,,885.0,2105.0,
1996.0,21.0,,,,,,,,604.0,1049.0,
1997.0,17.0,,,,,,,,410.0,409.0,
1998.0,13.0,,,,,,,,246.0,212.0,
1999.0,7.0,,,,,,,,168.0,132.0,
2000.0,3.0,,,,,,,,105.0,91.0,
2001.0,3.0,,,,,,,,70.0,49.0,
2002.0,5.0,,,,,,,,50.0,45.0,
2003.0,1.0,,,,,,,,33.0,37.0,
2004.0,2.0,,,,,,,,32.0,23.0,
2005.0,,,,,,,,,17.0,18.0,
2006.0,1.0,,,,,,,,16.0,11.0,
2007.0,,,,,,,,,12.0,12.0,
2008.0,1.0,,,,,,,,7.0,5.0,
2009.0,,,,,,,,,7.0,10.0,
2010.0,1.0,,,,,,,,7.0,15.0,
2011.0,,,,,,,,,7.0,12.0,
2012.0,,,,,,,,,6.0,14.0,
2013.0,,,,,,,,,4.0,28.0,
2014.0,1.0,,,,,,,,1.0,5.0,
2411.0,1.0,,,,,,,,,,
2426.0,,,,,,,,,,2.0,
